system:index,mean,site_code,.geo
00000000000000000016,0.275271417259461,Site 039,"{""type"":""Polygon"",""coordinates"":[[[-111.88590418792471,40.75158203622099],[-111.88756315889046,40.7514029469124],[-111.88909005070936,40.750879937256855],[-111.8903633055563,40.75005464624479],[-111.89128156831039,40.748992776806496],[-111.89177175568044,40.74777886281068],[-111.89179487038,40.746509537340714],[-111.89134909856011,40.74528583897617],[-111.89046994605276,40.74420516903755],[-111.88922740511943,40.74335354002361],[-111.88772037941133,40.74279873177146],[-111.88606881205367,40.742584899249266],[-111.88440414320314,40.742729060244486],[-111.88285885508799,40.743219741771625],[-111.88155593435077,40.74401789262631],[-111.88059908801887,40.7450599896632],[-111.88006449013096,40.746263091223625],[-111.87999471545515,40.74753143640032],[-111.88039534405566,40.748764065740154],[-111.88123450900629,40.74986285735899],[-111.88244542578447,40.75074033887528],[-111.88393170425778,40.751326652885474],[-111.88557502169819,40.75157512069552],[-111.88590418792471,40.75158203622099]]]}"
00000000000000000017,0.3978251638797551,Site 040,"{""type"":""Polygon"",""coordinates"":[[[-111.88070041699534,40.74401048263224],[-111.88235919908655,40.743831393326815],[-111.88388591707489,40.74330838367981],[-111.88515902697873,40.74248309267898],[-111.88607718521614,40.74142122325108],[-111.88656731681152,40.74020730926162],[-111.88659042890983,40.73893798379198],[-111.88614470785926,40.73771428542161],[-111.88526565544198,40.73663361547284],[-111.8840232559479,40.73578198644759],[-111.8825164017706,40.735227178186506],[-111.8808650223876,40.73501334566054],[-111.87920054300218,40.735157506658325],[-111.87765543077089,40.735648188193565],[-111.87635265834284,40.73644633905935],[-111.8753959209421,40.737488436106894],[-111.87486138393298,40.73869153767419],[-111.87479161722973,40.739959882851835],[-111.875192200252,40.74119251218639],[-111.87603126969287,40.74229130379538],[-111.87724204862737,40.74316878530032],[-111.87872815789588,40.743755099301204],[-111.88037128824475,40.744003567106894],[-111.88070041699534,40.74401048263224]]]}"
00000000000000000018,0.30205568575208863,Site 041,"{""type"":""Polygon"",""coordinates"":[[[-111.88510154973508,40.74112098514961],[-111.88676025976595,40.7409418958454],[-111.88828691143357,40.740418886201645],[-111.889559966038,40.7395935952051],[-111.89047808439967,40.73853172578118],[-111.89096819471563,40.737317811794135],[-111.89099130582149,40.73604848632462],[-111.89054560414068,40.73482478795202],[-111.88966658991028,40.73374411799937],[-111.88842424437878,40.732892488969824],[-111.88691745564479,40.73233768070533],[-111.88526614797881,40.73212384817793],[-111.88360174087909,40.73226800917668],[-111.88205669575187,40.732758690715016],[-111.88075397990747,40.733556841585035],[-111.87979728406668,40.73459893863665],[-111.87926277028436,40.735802040206565],[-111.87919300662283,40.73707038538457],[-111.87959357225587,40.73830301471711],[-111.8804326052574,40.73940180632235],[-111.88164333160107,40.74027928782295],[-111.88312937631372,40.74086560182028],[-111.88477243528249,40.74111406962431],[-111.88510154973508,40.74112098514961]]]}"
00000000000000000019,0.20443326432575387,Site 049,"{""type"":""Polygon"",""coordinates"":[[[-112.08329967335864,40.773409335877616],[-112.08495918921554,40.77323024655986],[-112.08648658252469,40.772707236879725],[-112.08776025552345,40.77188194583529],[-112.08867881980156,40.770820076366945],[-112.08916916807802,40.769606162352794],[-112.08919229028196,40.768336836881936],[-112.08874637199581,40.7671131385342],[-112.08786693073485,40.76603246862485],[-112.08662398175824,40.765180839643506],[-112.08511646119456,40.76462603141711],[-112.08346435154178,40.764412198905795],[-112.0817991360963,40.76455635989362],[-112.08025334056735,40.7650470413974],[-112.07894999196753,40.76584519222005],[-112.07799283137604,40.766887289226226],[-112.07745805785665,40.76809039076682],[-112.07738826018053,40.769358735940806],[-112.07778902027131,40.77059136529584],[-112.07862846076159,40.7716901569431],[-112.07983977521012,40.772567638492106],[-112.08132654182869,40.77315395252915],[-112.08297039901639,40.77340242035177],[-112.08329967335864,40.773409335877616]]]}"
0000000000000000001a,0.21062681872708736,Site 050,"{""type"":""Polygon"",""coordinates"":[[[-112.1090019318307,40.78886903922991],[-112.11066183398204,40.788689949905674],[-112.11218958281707,40.788166940208086],[-112.11346355225986,40.78734164914073],[-112.11438233030003,40.7862797796511],[-112.11487279264925,40.785065865623956],[-112.11489592017335,40.78379654015246],[-112.11444989805157,40.78257284181663],[-112.11357025208198,40.781492171928015],[-112.11232701382767,40.78064054296977],[-112.11081914244171,40.78008573476163],[-112.10916664833493,40.77987190225803],[-112.1075010453871,40.78001606324061],[-112.10595489013286,40.780506744727845],[-112.10465123820465,40.78130489552778],[-112.10369385482237,40.78234699251219],[-112.103158956791,40.78355009403876],[-112.10308914280907,40.784818439210795],[-112.1034899961184,40.78605106857662],[-112.1043296319494,40.787149860244],[-112.10554122832185,40.78802734181621],[-112.1070283410055,40.788613655872275],[-112.10867258084102,40.788862123703815],[-112.1090019318307,40.78886903922991]]]}"
0000000000000000001b,0.23210347157448669,Site 051,"{""type"":""Polygon"",""coordinates"":[[[-112.12239707139524,40.799339008503395],[-112.12405723533246,40.79915991917476],[-112.12558522510196,40.79863690946538],[-112.12685939544033,40.79781161838247],[-112.1277783183438,40.79674974887842],[-112.12826885799839,40.795535834842475],[-112.12829198912787,40.794266509370544],[-112.12784589663828,40.79304281104278],[-112.12696611194075,40.79196214116821],[-112.12572267764736,40.79111051222563],[-112.12421456851449,40.79055570402985],[-112.12256181386911,40.790341871531474],[-112.12089594831686,40.79048603251051],[-112.11934954928226,40.790976713986524],[-112.11804569179303,40.79177486477108],[-112.11708815742882,40.79281696174074],[-112.1165531750176,40.79402006325779],[-112.11648334998544,40.79528840842854],[-112.11688426646754,40.79652103780166],[-112.11772403467799,40.79761982948267],[-112.11893582210598,40.7984973110706],[-112.12042316931267,40.79908362513956],[-112.12206766846276,40.79933209297713],[-112.12239707139524,40.799339008503395]]]}"
0000000000000000001c,0.11817466629608796,Site 052,"{""type"":""Polygon"",""coordinates"":[[[-112.11400058411162,40.83078904823336],[-112.11566153524029,40.83060995889152],[-112.11719024950101,40.830086949146626],[-112.11846502393344,40.829261658017],[-112.11938438244154,40.828199788469604],[-112.11987515455378,40.82698587440719],[-112.11989829652464,40.82571654893396],[-112.11945199243861,40.82449285063044],[-112.1185717905855,40.82341218079813],[-112.11732776680158,40.82256055190258],[-112.11581894276254,40.82200574374398],[-112.11416540467626,40.82179191126129],[-112.11249874947121,40.82193607222966],[-112.1109516173879,40.82242675367196],[-112.10964714177562,40.8232249044103],[-112.10868915340801,40.82426700133563],[-112.10815391726602,40.825470102824085],[-112.1080840590058,40.8267384479909],[-112.10848516544877,40.82797107738597],[-112.1093253317248,40.829069869107975],[-112.11053769365783,40.82994735074314],[-112.11202574607648,40.83053366485083],[-112.1136710249869,40.83078213270657],[-112.11400058411162,40.83078904823336]]]}"
0000000000000000001d,0.23222640882993997,Site 053,"{""type"":""Polygon"",""coordinates"":[[[-112.06909743650341,40.82860854781821],[-112.07075833301414,40.828429458477295],[-112.07228699700727,40.827906448734865],[-112.07356172952565,40.82708115760848],[-112.07448105781006,40.82601928806409],[-112.07497181379362,40.824805374003525],[-112.07499495501227,40.823536048530364],[-112.07454866560751,40.82231235022518],[-112.07366849269803,40.82123168038993],[-112.07242450981492,40.82038005149112],[-112.07091573537842,40.81982524332994],[-112.06926225164987,40.819611410846164],[-112.06759565123353,40.81975557181528],[-112.06604857001155,40.820246253259924],[-112.06474413728671,40.821044404001455],[-112.06378618041934,40.822086500929856],[-112.06325096188203,40.823289602420296],[-112.0631811059273,40.82455794758738],[-112.06358219919015,40.82579057698093],[-112.06442233784709,40.8268893687001],[-112.06563465991904,40.82776685033199],[-112.06712266340776,40.82835316443699],[-112.06876788821582,40.828601632291466],[-112.06909743650341,40.82860854781821]]]}"
0000000000000000001e,0.33142509708804313,Site 054,"{""type"":""Polygon"",""coordinates"":[[[-112.06330060513393,40.792182151312616],[-112.06496059010975,40.792003061986996],[-112.06648841517223,40.79148005228568],[-112.06776244817486,40.79065476121339],[-112.06868127204726,40.7895928917192],[-112.06917175885454,40.78837897768926],[-112.06919488751934,40.78710965221764],[-112.06874884313441,40.78588595388435],[-112.06786915327372,40.784805284000186],[-112.06662585299607,40.7839536550469],[-112.06511790639114,40.78339884684268],[-112.0634653298545,40.783185014340724],[-112.06179964382322,40.78332917532218],[-112.06025341144114,40.78381985680586],[-112.05894969447702,40.78461800760094],[-112.05799226332671,40.78566010458068],[-112.05745733859902,40.78686320610423],[-112.057387521121,40.78813155127587],[-112.05778839441707,40.789364180644],[-112.05862807213062,40.79046297231569],[-112.05983972894971,40.79134045389288],[-112.06132691583235,40.79192676795302],[-112.06297123771046,40.79217523578647],[-112.06330060513393,40.792182151312616]]]}"
0000000000000000001f,0.50282245315648,Site 055,"{""type"":""Polygon"",""coordinates"":[[[-111.96230196627339,40.85143022700974],[-111.96396343472685,40.85125113765923],[-111.96549262510715,40.850728127891024],[-111.9667677965368,40.84990283673072],[-111.9676874413146,40.84884096715484],[-111.96817836619282,40.84762705307507],[-111.96820151528836,40.846357727600974],[-111.96775507214583,40.84513402931339],[-111.96687459614733,40.8440533595088],[-111.96563018496332,40.84320173064417],[-111.9641208911038,40.84264692250998],[-111.96246683815757,40.84243309003761],[-111.96079966401021,40.84257725099897],[-111.95925205018355,40.84306793241913],[-111.95794716835452,40.84386608312709],[-111.95698888162592,40.8449081800233],[-111.95645347873773,40.84611128149298],[-111.95638359864074,40.8473796266572],[-111.95678482992173,40.848612256066694],[-111.95762525779766,40.84971104781564],[-111.95883799728261,40.85058852948183],[-111.96032651315096,40.85117484361497],[-111.96197230450255,40.85142331148263],[-111.96230196627339,40.85143022700974]]]}"
00000000000000000020,0.24554566870376876,Site 056,"{""type"":""Polygon"",""coordinates"":[[[-111.98210037495069,40.85036004275694],[-111.98376181656917,40.85018095340687],[-111.9852909822519,40.84965794363986],[-111.98656613308827,40.84883265248115],[-111.98748576301651,40.84777078290675],[-111.98797667997037,40.846556868827875],[-111.98799982869635,40.84528754335383],[-111.98755339276703,40.84406384506541],[-111.98667293098916,40.8429831752594],[-111.9854285399006,40.842131546393155],[-111.9839192704119,40.84157673825771],[-111.9822652441728,40.84136290578479],[-111.98059809694433,40.841507066746516],[-111.97905050810695,40.84199774816783],[-111.97774564734945,40.84279589887736],[-111.9767873760976,40.84383799577508],[-111.97625198185897,40.84504109724573],[-111.97618210289473,40.846309442410096],[-111.97658332770003,40.84754207181883],[-111.97742374200608,40.84864086356639],[-111.97863646190646,40.84951834523097],[-111.98012495373445,40.85010465936279],[-111.98177071850438,40.85035312722982],[-111.98210037495069,40.85036004275694]]]}"
00000000000000000021,0.256109940505041,Site 057,"{""type"":""Polygon"",""coordinates"":[[[-112.0234005689077,40.874385679232894],[-112.02506261332006,40.87420658987273],[-112.02659233378375,40.873683580078556],[-112.02786794720669,40.8728582888841],[-112.02878791070026,40.87179641927655],[-112.0292790056591,40.87058250517743],[-112.02930216268683,40.86931317970239],[-112.02885556472698,40.86808948143253],[-112.02797478351117,40.86700881165882],[-112.02672994101876,40.866157182828566],[-112.0252201240889,40.86560237472155],[-112.02356549792802,40.86538854226065],[-112.02189774602097,40.865532703214214],[-112.02034959584972,40.86602338460973],[-112.01904426176297,40.866821535283904],[-112.01808564285686,40.86786363214771],[-112.01755005432324,40.86906673359649],[-112.01748014991446,40.87033507875784],[-112.01788152018273,40.87156770818338],[-112.0187222393085,40.872666499962286],[-112.01993539913751,40.87354398166301],[-112.02142443098339,40.874130295824465],[-112.02307079285676,40.87437876370539],[-112.0234005689077,40.874385679232894]]]}"
00000000000000000022,0.1417888553650894,Site 058,"{""type"":""Polygon"",""coordinates"":[[[-112.0036021602304,40.758738893411774],[-112.00526130979215,40.75855980410018],[-112.00678836598176,40.75803679443657],[-112.00806175788406,40.757211503413906],[-112.00898011946703,40.756149633965755],[-112.0094703595765,40.75493571996392],[-112.00949347673571,40.75366639449367],[-112.00904765690939,40.752442696134636],[-112.00816840975885,40.751362026205605],[-112.0069257350834,40.75051039720236],[-112.00541854717919,40.74995558895864],[-112.0037668020764,40.74974175644001],[-112.00210195407142,40.74988591743281],[-112.00055649964402,40.75037659895229],[-111.99925343866863,40.751174749796476],[-111.99829648933357,40.752216846823295],[-111.99776183387989,40.75341994837723],[-111.99769205166541,40.75468829355304],[-111.99809272336375,40.75592092289784],[-111.99893197862653,40.75701971452601],[-112.00014302574694,40.757897196053015],[-112.00162946421695,40.758483510072004],[-112.00327295856738,40.75873197788618],[-112.0036021602304,40.758738893411774]]]}"
00000000000000000023,0.13202986274895273,Site 059,"{""type"":""Polygon"",""coordinates"":[[[-112.03880230394631,40.759340872054],[-112.04046146853307,40.75916178274214],[-112.04198853855095,40.758638773077855],[-112.04326194198353,40.757813482054296],[-112.04418031188082,40.75675161260531],[-112.04467055642718,40.75553769860298],[-112.04469367379333,40.7542683731327],[-112.0442478499283,40.75304467477414],[-112.04336859481556,40.75196400484591],[-112.04212590888856,40.75111237584356],[-112.04061870733904,40.75055756760056],[-112.0389669472828,40.750343735082225],[-112.03730208420582,40.750487896074816],[-112.03575661578681,40.750978577593656],[-112.03445354301337,40.75177672843696],[-112.0334965850128,40.75281882546293],[-112.0329619247162,40.75402192701631],[-112.03289214186749,40.75529027219205],[-112.0332928171916,40.75652290153728],[-112.0341320800522,40.757621693166215],[-112.03534313813812,40.75849917469413],[-112.03682959006844,40.75908548871387],[-112.03847309930205,40.759333956528394],[-112.03880230394631,40.759340872054]]]}"
00000000000000000024,0.11124108672199919,Site 060,"{""type"":""Polygon"",""coordinates"":[[[-111.96759937832489,40.75200119172002],[-111.96925835974868,40.751822102411246],[-111.97078526119265,40.751299092755225],[-111.97205852406516,40.75047380174256],[-111.97297679260637,40.74941193230367],[-111.9734669830647,40.7481980183075],[-111.97349009790827,40.74692869283753],[-111.97304432327728,40.74570499447331],[-111.97216516522789,40.744624324535245],[-111.97092261646303,40.743772695521926],[-111.96941558125721,40.743217887270276],[-111.9677640034913,40.74300405474828],[-111.96609932415001,40.74314821574336],[-111.96455402629611,40.74363889727006],[-111.96325109734697,40.74443704812412],[-111.96229424498351,40.74547914516043],[-111.96175964372472,40.74668224672047],[-111.96168986860746,40.74795059189712],[-111.96209049973164,40.74918322123724],[-111.96292966997069,40.75028201285664],[-111.96414059438132,40.75115949437354],[-111.96562688222359,40.75174580838425],[-111.9672702100233,40.75199427619454],[-111.96759937832489,40.75200119172002]]]}"
00000000000000000025,0.2654195935197545,Site 061,"{""type"":""Polygon"",""coordinates"":[[[-112.08450363064308,40.80544797694662],[-112.08616394738964,40.80526888761542],[-112.08769207779714,40.804745877899144],[-112.08896636540206,40.80392058680716],[-112.08988537286494,40.80285871729469],[-112.09037595764416,40.80164480325361],[-112.09039909087815,40.80037547778142],[-112.08995295731353,40.79915177945838],[-112.08907309163791,40.79807110959201],[-112.0878295429128,40.797219480658555],[-112.08632129500258,40.79666467247],[-112.08466838827589,40.796450839974675],[-112.08300236943649,40.79659500095163],[-112.08145582810272,40.797085682421105],[-112.08015185062364,40.79788383319668],[-112.07919422812844,40.79892593015773],[-112.07865919646308,40.80012903166923],[-112.07858936498072,40.801397376839205],[-112.07899031833796,40.80263000621659],[-112.07983016382077,40.80372879790557],[-112.08104206277149,40.804606279502664],[-112.0825295468737,40.80519259357914],[-112.08417419739061,40.805441061420254],[-112.08450363064308,40.80544797694662]]]}"
00000000000000000026,0.2582486192474986,Site 062,"{""type"":""Polygon"",""coordinates"":[[[-112.04949968737353,40.856531438614894],[-112.05116128376031,40.85635234926224],[-112.05269059188394,40.85582933948827],[-112.05396586149017,40.85500404832037],[-112.05488557706185,40.853942178737455],[-112.05537653971878,40.85272826465338],[-112.05539969057625,40.851458939179075],[-112.05495321304532,40.85023524089543],[-112.05407266925125,40.8491545710977],[-112.05282816226402,40.84830294224071],[-112.05131875221892,40.84774813411255],[-112.04966457194892,40.84753430164274],[-112.04799726946825,40.84767846260236],[-112.04644953650748,40.84816914401705],[-112.04514455422193,40.848967294717504],[-112.0441861937093,40.85000939160651],[-112.04365074958511,40.85121249307155],[-112.04358086408793,40.85248083823513],[-112.0439821262411,40.853713467648184],[-112.04482261881012,40.854812259403786],[-112.04603545166287,40.85568974107765],[-112.04752408214134,40.85627605521709],[-112.04917000021854,40.85652452308769],[-112.04949968737353,40.856531438614894]]]}"
00000000000000000027,0.2592794792623831,Site 063,"{""type"":""Polygon"",""coordinates"":[[[-111.98130219586213,40.875669900336284],[-111.98296427251563,40.87549081097557],[-111.98449402265247,40.874967801179956],[-111.9857696608174,40.87414250998359],[-111.9866896421521,40.87308064037426],[-111.98718074663175,40.87186672627405],[-111.98720390410351,40.87059740079896],[-111.98675729747727,40.8693737025301],[-111.98587649917594,40.86829303275812],[-111.98463163253966,40.86744140392979],[-111.98312178632924,40.86688659582429],[-111.98146712808082,40.866672763364036],[-111.97979934383184,40.86681692431716],[-111.97825116363697,40.86730760571131],[-111.97694580423364,40.868105756383585],[-111.97598716673282,40.86914785324557],[-111.9754515678071,40.87035095469318],[-111.97538166203739,40.871619299854366],[-111.97578304008591,40.872851929280806],[-111.97662377551534,40.87395072106139],[-111.97783695887446,40.87482820276405],[-111.97932601960383,40.87541451692709],[-111.980972413414,40.875662984808756],[-111.98130219586213,40.875669900336284]]]}"
00000000000000000028,0.25780471068161215,Site 064,"{""type"":""Polygon"",""coordinates"":[[[-111.95580505603853,40.82103699422947],[-111.95746576294087,40.82085790489173],[-111.95899425242801,40.82033489515785],[-111.96026883944013,40.819509604042715],[-111.9611880628018,40.81844773450876],[-111.961678762794,40.81723382045456],[-111.96170190140131,40.81596449498173],[-111.96125566296314,40.8147407966707],[-111.96037559053265,40.81366012682527],[-111.9591317496383,40.81280849791513],[-111.95762314739905,40.812253689745],[-111.9559698523755,40.81203985725745],[-111.9543034421604,40.81218401822913],[-111.95275653750562,40.812674699681885],[-111.95145225366616,40.81347285043456],[-111.9504944061532,40.81451494737363],[-111.94995924873125,40.81571804887097],[-111.94988940078005,40.81698639403899],[-111.95029044828763,40.818219023427254],[-111.95113049106371,40.81931781513656],[-111.95234267475642,40.82019529675707],[-111.95383050838291,40.82078161085274],[-111.95547554537248,40.82103007870285],[-111.95580505603853,40.82103699422947]]]}"
00000000000000000029,0.4315966529018824,Site 065,"{""type"":""Polygon"",""coordinates"":[[[-112.05899757261737,40.817768473157294],[-112.06065819769107,40.81758938382092],[-112.06218661186728,40.81706637409073],[-112.06346113608376,40.816241082980454],[-112.06438031416427,40.815179213451],[-112.06487098999249,40.81396529939956],[-112.06489412747284,40.812695973926864],[-112.06444791103013,40.81147227561331],[-112.06356788196301,40.81039160576349],[-112.06232410234627,40.80953997684847],[-112.0608155744216,40.808985168674475],[-112.0591623608368,40.808771336185295],[-112.05749603270618,40.80891549715807],[-112.05594920425187,40.80940617861434],[-112.05464498466638,40.81020432937181],[-112.05368718434713,40.811246426315506],[-112.05315205330052,40.8124495278158],[-112.05308220880337,40.81371787298423],[-112.05348323656449,40.814950502370216],[-112.05432323796163,40.816049294075256],[-112.05553536193449,40.81692677569086],[-112.05702312225411,40.8175130897825],[-112.05866807818751,40.817761557630725],[-112.05899757261737,40.817768473157294]]]}"
0000000000000000002a,0.24134570975278283,Site 066,"{""type"":""Polygon"",""coordinates"":[[[-112.07409608878432,40.84599904192665],[-112.07575742106519,40.845819952578424],[-112.0772864861191,40.845296942816354],[-112.07856155304935,40.844471651664115],[-112.07948112247392,40.843409782095726],[-112.07997200714038,40.842195868020525],[-112.07999515436053,40.84092654254667],[-112.0795487478211,40.839702844254894],[-112.0786683439844,40.838622174443],[-112.07742403477361,40.83777054557023],[-112.07591486458239,40.837215737429624],[-112.07426094715994,40.83700190495453],[-112.07259390961096,40.837146065917736],[-112.07104642259097,40.83763674734372],[-112.06974164768819,40.83843489805968],[-112.06878343949552,40.83947699496355],[-112.06824808049903,40.84068009643817],[-112.06817820615002,40.84194844160308],[-112.06857940457057,40.84318107100877],[-112.06941976358699,40.844279862750625],[-112.07063240369101,40.845157344408655],[-112.07212079756799,40.8457436585351],[-112.07376645403247,40.84599212639962],[-112.07409608878432,40.84599904192665]]]}"
0000000000000000002b,0.41162593412321336,Site 207,"{""type"":""Polygon"",""coordinates"":[[[-111.87550556426805,40.74672161607275],[-111.877164413981,40.74654252676619],[-111.87869119420492,40.74601951711612],[-111.87996435600196,40.74519422611127],[-111.88088255165889,40.74413235667966],[-111.88137270322298,40.7429184426879],[-111.88139581625259,40.74164911721816],[-111.88095007702536,40.740425418849874],[-111.88007098877341,40.73934474890473],[-111.87882853864059,40.73849311988354],[-111.87732162305107,40.737938311625655],[-111.87567017636852,40.73772447910103],[-111.87400562914996,40.7378686400979],[-111.87246045394794,40.73835932163024],[-111.87115762842156,40.73915747249205],[-111.87020085202079,40.74019956953578],[-111.86966629321557,40.741402671100616],[-111.86959652365795,40.74267101627793],[-111.86999712299834,40.74390364561436],[-111.87083622663405,40.74500243722689],[-111.87204705491996,40.74587991873588],[-111.87353322476794,40.746466232740104],[-111.87517642210017,40.74671470054735],[-111.87550556426805,40.74672161607275]]]}"
0000000000000000002c,0.4547291466569004,Site 208,"{""type"":""Polygon"",""coordinates"":[[[-111.81690405822367,40.74487108913556],[-111.81856286177934,40.74469199982977],[-111.82008959952246,40.744168990181784],[-111.82136272589821,40.74334369917968],[-111.8222808960133,40.74228182975061],[-111.82277103394713,40.741067915760425],[-111.82279414634105,40.73979859029075],[-111.82234841952086,40.73857489192103],[-111.82146935572896,40.737494221973414],[-111.82022694016116,40.736642592949465],[-111.81872006649043,40.736087784689396],[-111.81706866574524,40.73587395216385],[-111.81540416482828,40.73601811316134],[-111.81385903260883,40.736508794695666],[-111.81255624332636,40.73730694556019],[-111.81159949354623,40.738349042606515],[-111.81106494961863,40.73955214417304],[-111.81099518200934,40.740820489350575],[-111.8113957702113,40.74205311868573],[-111.81223485050629,40.74315191029584],[-111.81344564510587,40.744029391802066],[-111.81493177360348,40.74461570580401],[-111.81657492521417,40.74486417361019],[-111.81690405822367,40.74487108913556]]]}"
