system:index,mean,site_code,.geo
0000000000000000002d,0.4262163334554358,Site 209,"{""type"":""Polygon"",""coordinates"":[[[-111.81330110457249,40.75441802449098],[-111.81496014630129,40.75423893518119],[-111.81648710324693,40.75371592552246],[-111.81776041239777,40.752890634506194],[-111.81867871430967,40.75182876506398],[-111.81916892257608,40.750614851065784],[-111.8191920382502,40.74934552559571],[-111.81874624740927,40.74812182723336],[-111.81786705740251,40.74704115729853],[-111.81662446347808,40.746189528288824],[-111.81511737350486,40.74563472004002],[-111.81346573572127,40.74542088751923],[-111.81180099588643,40.74556504851349],[-111.81025564187527,40.7460557300376],[-111.80895266557309,40.74685388088812],[-111.8079957784294,40.74789597792102],[-111.80746115773289,40.749099079478874],[-111.8073913800701,40.75036742465523],[-111.80779202574676,40.751600053997024],[-111.80863122648074,40.752698845619555],[-111.80984219490294,40.753576327140095],[-111.81132853676992,40.754162641153776],[-111.81297192430537,40.754411108965456],[-111.81330110457249,40.75441802449098]]]}"
0000000000000000002e,0.3623816193624194,Site 211,"{""type"":""Polygon"",""coordinates"":[[[-111.85720095444367,40.73538658119488],[-111.85885952149692,40.73520749189308],[-111.86038604157515,40.73468448225577],[-111.86165898645793,40.73385919126772],[-111.8625770257007,40.73279732185169],[-111.86306709379534,40.731583407869465],[-111.86309020293207,40.73031408240018],[-111.86264453968352,40.72909038402317],[-111.86176560122111,40.72800971406285],[-111.86052336275884,40.72715808502473],[-111.85901670387331,40.72660327675348],[-111.85736553850377,40.72638944422322],[-111.85570127482875,40.72653360522393],[-111.85415636284525,40.727024286768376],[-111.85285375927059,40.727822437646815],[-111.85189714589046,40.72886453470649],[-111.85136267819325,40.73006763628161],[-111.85129292056692,40.73133598146034],[-111.85169345169736,40.732568610788874],[-111.85253241239816,40.73366740238666],[-111.85374303439445,40.73454488387867],[-111.85522895101943,40.73513119786895],[-111.85687186836027,40.73537966566967],[-111.85720095444367,40.73538658119488]]]}"
0000000000000000002f,0.20076080120024078,Site 212,"{""type"":""Polygon"",""coordinates"":[[[-111.87609862470818,40.76878970718625],[-111.87775802519188,40.768610617870436],[-111.87928531231739,40.7680876081955],[-111.88055889677827,40.76726231715793],[-111.88147739721283,40.76620044769595],[-111.88196771141956,40.764986533685665],[-111.88199083203456,40.76371720821501],[-111.88154494476062,40.76249350986372],[-111.88066556463926,40.76141283994815],[-111.87942270206018,40.760561210959914],[-111.87791528627535,40.760006402728074],[-111.87626329144608,40.75979257021445],[-111.87459819173453,40.75993673120384],[-111.87305250364346,40.760427412712566],[-111.87174924563764,40.76122556354199],[-111.87079215158629,40.76226766055467],[-111.87025741525444,40.76347076209947],[-111.87018762244833,40.76473910727403],[-111.87058835469786,40.76597173662584],[-111.87142773684643,40.767070528267084],[-111.87263896709374,40.767948009809174],[-111.87412563035427,40.76853432384053],[-111.87576937325794,40.768782791660485],[-111.87609862470818,40.76878970718625]]]}"
00000000000000000030,0.22097966694761217,Site 213,"{""type"":""Polygon"",""coordinates"":[[[-111.89119714087514,40.74536159025142],[-111.89285595666485,40.74518250094543],[-111.89438270566755,40.74465949129691],[-111.89565584143176,40.743834200294074],[-111.89657401831676,40.74277233086432],[-111.89706415986329,40.741558416873715],[-111.89708727242571,40.74028909140403],[-111.89664154231701,40.73906539303469],[-111.89576247204194,40.73798472308773],[-111.89452004731264,40.737133094064504],[-111.8930131625313,40.736578285805024],[-111.89136174961035,40.73636445327973],[-111.8896972364211,40.73650861427704],[-111.88815209280908,40.73699929581085],[-111.88684929392011,40.73779744667465],[-111.88589253708415,40.738839543720296],[-111.88535798921322,40.74004264528636],[-111.88528822108752,40.741310990463845],[-111.88568881224174,40.742543619799335],[-111.88652789872322,40.74364241141008],[-111.8877387022514,40.74451989291704],[-111.88922484170897,40.745106206919594],[-111.8908680054382,40.74535467472606],[-111.89119714087514,40.74536159025142]]]}"
00000000000000000031,0.29958513332210723,Site 214,"{""type"":""Polygon"",""coordinates"":[[[-111.89900056771867,40.78082928003055],[-111.90066026894154,40.780650190709686],[-111.90218783285218,40.78012718102118],[-111.9034616481016,40.779301889965744],[-111.90438031495486,40.77824002048718],[-111.90487071796991,40.777026106466785],[-111.90489384272676,40.77575678099563],[-111.90444787461439,40.774533082653605],[-111.90356833512261,40.7734524127542],[-111.90232524733415,40.77260078378395],[-111.90081755842604,40.772045975566314],[-111.89916526429042,40.77183214305869],[-111.89749986289932,40.77197630404401],[-111.8959538947538,40.77246698553984],[-111.8946504005998,40.7732651363516],[-111.89369313310067,40.77430723334733],[-111.89315829983335,40.77551033488119],[-111.89308849433279,40.77677868005425],[-111.8934892991551,40.77801130941445],[-111.89432883338095,40.77911010107137],[-111.89554028311257,40.77998758263152],[-111.8970272157928,40.78057389667769],[-111.89867125659661,40.780822364504594],[-111.89900056771867,40.78082928003055]]]}"
00000000000000000032,0.38304639891083025,Site 215,"{""type"":""Polygon"",""coordinates"":[[[-111.86129886831178,40.75452950201732],[-111.86295791282237,40.754350412707495],[-111.86448487232819,40.75382740304863],[-111.86575818361378,40.753002112032206],[-111.86667648706502,40.751940242589846],[-111.86716669615286,40.75072632859155],[-111.8671898118653,40.749457003121464],[-111.86674402027664,40.74823330475919],[-111.86586482879575,40.74715263482452],[-111.86462223278816,40.746301005814985],[-111.86311514028863,40.74574619756631],[-111.86146349973652,40.745532365045584],[-111.8597987571112,40.7456765260398],[-111.8582534005096,40.74616720756379],[-111.85695042202309,40.74696535841415],[-111.85599353327505,40.74800745544689],[-111.85545891168188,40.74921055700464],[-111.85538913390171,40.75047890218097],[-111.85578978024965,40.75171153152285],[-111.85662898239032,40.75281032314554],[-111.8578399528427,40.753687804666235],[-111.85932629720175,40.75427411868006],[-111.8609696874927,40.7545225864918],[-111.86129886831178,40.75452950201732]]]}"
00000000000000000033,0.39631348065376076,Site 216,"{""type"":""Polygon"",""coordinates"":[[[-111.82569740550107,40.75642907906609],[-111.82735649741545,40.75624998975546],[-111.82888350054935,40.75572698009446],[-111.83015684821282,40.75490168907522],[-111.83107517789571,40.75383981963024],[-111.83156540098192,40.75262590563035],[-111.8315885173472,40.75135658016019],[-111.83114271301643,40.750132881799374],[-111.83026349641489,40.74905221186725],[-111.82902086490884,40.748200582860555],[-111.82751372935843,40.747645774614114],[-111.82586204162835,40.74743194209434],[-111.82419725145098,40.747576103087916],[-111.822651850706,40.748066784609875],[-111.82134883499678,40.74886493545744],[-111.82039191890917,40.74990703248751],[-111.81985728203661,40.751110134043536],[-111.81978750225547,40.752378479219644],[-111.82018816004266,40.75361110856284],[-111.8210273861544,40.75470990018799],[-111.82223839120284,40.755587381711535],[-111.823724778029,40.75617369572769],[-111.82536821527626,40.756422163540535],[-111.82569740550107,40.75642907906609]]]}"
00000000000000000034,0.43469868870707995,Site 216z,"{""type"":""Polygon"",""coordinates"":[[[-111.81849595729976,40.75469894785735],[-111.82015500603866,40.75451985854745],[-111.82168196943603,40.75399684888839],[-111.82295528396645,40.75317155787171],[-111.82387358975751,40.75210968842912],[-111.82436380009398,40.750895774430674],[-111.82438691586465,40.749626448960605],[-111.8239411231394,40.74840275059845],[-111.8230619294178,40.747322080664],[-111.82181933024383,40.74647045165472],[-111.82031223390425,40.74591564340625],[-111.81866058914393,40.745701810885606],[-111.81699584227708,40.74584597187977],[-111.81545048173798,40.746336653403574],[-111.81414749993128,40.74713480425368],[-111.81319060874462,40.748176901286186],[-111.81265598578855,40.749380002843786],[-111.81258620782988,40.7506483480201],[-111.81298685519819,40.75188097736209],[-111.81382605947702,40.75297976898499],[-111.8150370330153,40.75385725050595],[-111.81652338116236,40.754443564519974],[-111.81816677564171,40.75469203233182],[-111.81849595729976,40.75469894785735]]]}"
00000000000000000035,0.39871065735871936,Site 218,"{""type"":""Polygon"",""coordinates"":[[[-111.82270088959316,40.728149460185136],[-111.82435927625997,40.72797037088636],[-111.82588563031966,40.727447361257205],[-111.82715843677309,40.72662207027989],[-111.82807637619621,40.72556020087381],[-111.82856639102272,40.72434628689764],[-111.8285894976751,40.72307696142867],[-111.82814388291426,40.721853263046086],[-111.82726504004386,40.72077259307606],[-111.82602293666447,40.71992096402715],[-111.8245164416011,40.71936615574737],[-111.8228654557586,40.71915232321351],[-111.8212013730341,40.71929648421665],[-111.81965662903013,40.71978716576885],[-111.81835416709959,40.7205853166579],[-111.81739765775522,40.721627413727745],[-111.81686324820089,40.72283051530943],[-111.81679349818882,40.724098860489065],[-111.81719398578932,40.72533148981256],[-111.8180328552726,40.72643028140094],[-111.81924334561997,40.72730776288209],[-111.82072910064424,40.72789407686349],[-111.82237183930152,40.72814254466005],[-111.82270088959316,40.728149460185136]]]}"
00000000000000000036,0.448687441116746,Site 219,"{""type"":""Polygon"",""coordinates"":[[[-111.86479926263873,40.78609101927362],[-111.86645909535301,40.78591192995056],[-111.86798678028168,40.7853889202561],[-111.86926069643818,40.78456362919286],[-111.87017943605427,40.78350175970706],[-111.87066987789872,40.78228784568224],[-111.87069300446652,40.781018520210864],[-111.87024700100936,40.77979482187289],[-111.86936739183648,40.778714151980545],[-111.8681242055803,40.77786252301816],[-111.86661639725521,40.77730771480673],[-111.86496397225467,40.77709388230174],[-111.86329843896102,40.777238043285266],[-111.861752348368,40.77772872477548],[-111.86044875096354,40.778526875579495],[-111.85949140762827,40.77956897256782],[-111.85895653197815,40.78077207409691],[-111.8588867209272,40.7820404192693],[-111.85928755748034,40.78327304863318],[-111.86012715819854,40.78437184029694],[-111.86133870389472,40.78524932186499],[-111.8628257543726,40.785835635917635],[-111.86446992542655,40.78608410374758],[-111.86479926263873,40.78609101927362]]]}"
00000000000000000037,0.2527000928251048,Site 220,"{""type"":""Polygon"",""coordinates"":[[[-111.8600993701284,40.72685632087964],[-111.86175772457042,40.726677231581405],[-111.86328404897203,40.7261542219537],[-111.86455683069603,40.725328930978286],[-111.86547475228704,40.72426706157399],[-111.86596475759758,40.72305314759892],[-111.86598786380614,40.721783822129986],[-111.8655422577073,40.72056012374642],[-111.86466343191374,40.71947945377466],[-111.863421352666,40.71862782472382],[-111.86191488686832,40.71807301644252],[-111.86026393309709,40.717859183908004],[-111.85859988269814,40.71800334491159],[-111.85705516870259,40.71849402646517],[-111.85575273207577,40.71929217735612],[-111.85479624131666,40.720334274427785],[-111.85426184214916,40.72153737601063],[-111.85419209349732,40.722805721190426],[-111.85459257332151,40.72403835051303],[-111.85543142650943,40.72513714209972],[-111.8566418933386,40.72601462357895],[-111.85812761949403,40.72660093755876],[-111.85977032623073,40.726849405354564],[-111.8600993701284,40.72685632087964]]]}"
00000000000000000038,0.44862835775328835,Site 221,"{""type"":""Polygon"",""coordinates"":[[[-111.87270524880651,40.7148970118543],[-111.87436330532411,40.71471792256106],[-111.87588935553116,40.71419491294683],[-111.87716190862666,40.71336962198913],[-111.87807966535654,40.71230775260127],[-111.87856958268992,40.71109383863622],[-111.87859268479538,40.709824513167796],[-111.87814715877833,40.70860081477503],[-111.87726849086357,40.70752014478725],[-111.87602663471739,40.70666851571858],[-111.87452043948676,40.70611370742318],[-111.87286978222055,40.70589987488271],[-111.87120603067763,40.70604403589034],[-111.86966159411544,40.70653471745671],[-111.8683593914266,40.707332868365185],[-111.86740307249191,40.70837496545365],[-111.86686876935258,40.70957806704735],[-111.86679903327635,40.71084641222863],[-111.86719944120696,40.71207904154292],[-111.86803814374093,40.71317783311407],[-111.86924839314005,40.71405531457538],[-111.87073385239741,40.71464162854049],[-111.87237626402214,40.71489009632943],[-111.87270524880651,40.7148970118543]]]}"
00000000000000000039,0.3802922608030054,Site 222,"{""type"":""Polygon"",""coordinates"":[[[-111.85929673193878,40.715338462858575],[-111.86095479945041,40.715159373565164],[-111.86248085977581,40.71463636395044],[-111.86375342130818,40.713811072992094],[-111.86467118412175,40.71274920360362],[-111.86516110470168,40.711535289638206],[-111.86518420695856,40.71026596416975],[-111.86473867798632,40.70904226577733],[-111.86386000424552,40.707961595790145],[-111.86261813986644,40.70710996672213],[-111.86111193465132,40.70655515842724],[-111.85946126644346,40.706341325886996],[-111.85779750387213,40.706485486894486],[-111.85625305707207,40.70697616846037],[-111.85495084575044,40.7077743193682],[-111.8539945204751,40.70881641645605],[-111.85346021379212,40.71001951804935],[-111.85339047725184,40.71128786323058],[-111.85379088783547,40.71252049254517],[-111.85462959592887,40.71361928411689],[-111.8558398533516,40.714496765578865],[-111.85732532245805,40.71508307954453],[-111.85896774497301,40.715331547333705],[-111.85929673193878,40.715338462858575]]]}"
0000000000000000003a,0.40720425167308083,Site 223,"{""type"":""Polygon"",""coordinates"":[[[-111.84719919078078,40.71974851380045],[-111.848857368135,40.71956942450519],[-111.85038352955397,40.7190464148855],[-111.85165617538001,40.71822112392062],[-111.85257399897671,40.71715925452608],[-111.85306395199318,40.715945340556964],[-111.85308705576283,40.71467601508833],[-111.85264149726503,40.7134523166993],[-111.85176276531544,40.71237164671803],[-111.85052081868041,40.71152001765659],[-111.84901451370916,40.7109652093669],[-111.84736373618205,40.710751376828846],[-111.84569986342466,40.71089553783484],[-111.84415531433692,40.71138621939602],[-111.84285301676402,40.712184370297386],[-111.84189662813824,40.71322646737904],[-111.84136228605038,40.71442956896834],[-111.84129254487354,40.71569791414902],[-111.84169298196383,40.716930543466674],[-111.84253174560227,40.71802933504412],[-111.8437420831899,40.7189068165127],[-111.84522765069974,40.719493130483784],[-111.84687018202037,40.7197415982755],[-111.84719919078078,40.71974851380045]]]}"
0000000000000000003b,0.42088568627970013,Site 224,"{""type"":""Polygon"",""coordinates"":[[[-111.84200433805351,40.73401763717146],[-111.84366287098057,40.733838547870235],[-111.84518935965079,40.73331553823448],[-111.84646227834496,40.73249024724846],[-111.84738029870348,40.7314283778343],[-111.84787035672066,40.73021446385322],[-111.84789346538737,40.728945138384],[-111.84744781131191,40.72772144000593],[-111.84656889093397,40.72664077004377],[-111.84532667802719,40.725789141003624],[-111.84382005013416,40.72523433273075],[-111.84216891872825,40.72502050019981],[-111.84050468928613,40.72516466120098],[-111.83895980908163,40.725655342746904],[-111.83765723230374,40.726453493627346],[-111.83670063860552,40.727495590688946],[-111.83616618190798,40.7286986922653],[-111.83609642572215,40.729967037444204],[-111.83649694861742,40.731199666771786],[-111.83733589206136,40.73229845836779],[-111.83854648915181,40.733175939857745],[-111.84003237520454,40.73376225384634],[-111.84167525874136,40.734010721646285],[-111.84200433805351,40.73401763717146]]]}"
0000000000000000003c,0.4662545016172283,Site 225,"{""type"":""Polygon"",""coordinates"":[[[-111.83730444554318,40.74322122174579],[-111.83896320795023,40.7430421324407],[-111.84048990782222,40.74251912279457],[-111.84176300262033,40.74169383179491],[-111.84268114996517,40.7406319623681],[-111.84317127574782,40.7394180483793],[-111.84319438757502,40.73814872290969],[-111.84274867181554,40.73692502453872],[-111.8418696298295,40.735844354588885],[-111.84062724507598,40.73499272556247],[-111.83912040877534,40.734437917300454],[-111.83746904898274,40.73422408477409],[-111.83580458934308,40.73436824577214],[-111.8342594954421,40.734858927308224],[-111.83295673847059,40.73565707817517],[-111.83200001242247,40.736699175223826],[-111.83146548175806,40.737902276791836],[-111.83139571588568,40.73917062196959],[-111.83179629415787,40.74040325130358],[-111.83263535364487,40.741502042911556],[-111.83384611821351,40.742379524415306],[-111.83533220984778,40.74296583841522],[-111.83697532069829,40.74321430622045],[-111.83730444554318,40.74322122174579]]]}"
0000000000000000003d,0.46032521951569416,Site 226,"{""type"":""Polygon"",""coordinates"":[[[-111.8067016350134,40.71035764698188],[-111.80835957849551,40.71017855769056],[-111.80988552467042,40.70965554808143],[-111.811157991022,40.708830257130465],[-111.8120756852019,40.70776838774883],[-111.8125655691559,40.70655447378759],[-111.81258866970457,40.70528514831935],[-111.81214317407138,40.7040614499231],[-111.8112645660574,40.70298077992925],[-111.81002279455818,40.7021291508538],[-111.80851670198335,40.701574342553045],[-111.80686615721412,40.701360510010325],[-111.80520251906016,40.70150467101949],[-111.80365818775893,40.70199535259071],[-111.80235607382848,40.70279350350582],[-111.8013998200857,40.70383560060069],[-111.80086555338042,40.70503870219849],[-111.8007958220755,40.70630704738034],[-111.80119620272897,40.70753967669146],[-111.80203484810333,40.708638468256716],[-111.80324501500732,40.70951594971123],[-111.8047303730009,40.71010226367077],[-111.8063726726572,40.71035073145709],[-111.8067016350134,40.71035764698188]]]}"
0000000000000000003e,0.33678943969049285,Site 227,"{""type"":""Polygon"",""coordinates"":[[[-111.9259023243741,40.79754644987991],[-111.9275624434813,40.79736736055203],[-111.92909039199152,40.79684435084466],[-111.93036452792713,40.79601905976441],[-111.9312834260232,40.794957190262835],[-111.93177395243949,40.79374327622839],[-111.93179708295155,40.79247395075653],[-111.93135100251223,40.791250252427396],[-111.93047124157144,40.79016958255042],[-111.92922784084914,40.789317953605156],[-111.9277197724297,40.78876314540727],[-111.92606706240076,40.78854931290798],[-111.92440124181871,40.78869347388763],[-111.92285488453076,40.78918415536557],[-111.92155106224322,40.789982306152766],[-111.92059355373422,40.79102440312494],[-111.92005858577278,40.79222750464363],[-111.91998876263294,40.79349584981459],[-111.9203896682969,40.79472847918647],[-111.92122941383776,40.795827270865146],[-111.92244116854808,40.79670475245038],[-111.92392847559341,40.797291066517126],[-111.92557293033668,40.797539534353675],[-111.9259023243741,40.79754644987991]]]}"
0000000000000000003f,0.353911514936626,Site 228,"{""type"":""Polygon"",""coordinates"":[[[-111.86199894717717,40.76879862538836],[-111.86365834788359,40.76861953607254],[-111.86518563521406,40.7680965263976],[-111.86645921984585,40.76727123536001],[-111.86737772040364,40.766209365898014],[-111.86786803467615,40.76499545188773],[-111.8678911552942,40.76372612641707],[-111.8674452679604,40.76250242806578],[-111.86656588772102,40.761421758150234],[-111.86532302497517,40.76057012916201],[-111.86381560898809,40.76001532093017],[-111.86216361393718,40.75980148841656],[-111.86049851400223,40.75994564940594],[-111.85895282570378,40.76043633091466],[-111.85764956752308,40.761234481744076],[-111.85669247334329,40.76227657875674],[-111.85615773693966,40.763479680301536],[-111.85608794412414,40.76474802547609],[-111.85648867642743,40.765980654827914],[-111.85732805868858,40.76707944646917],[-111.85853928909845,40.76795692801126],[-111.86002595255849,40.768543242042625],[-111.86166969568275,40.7687917098626],[-111.86199894717717,40.76879862538836]]]}"
00000000000000000040,0.3293132866355829,Site 229,"{""type"":""Polygon"",""coordinates"":[[[-111.88320197268631,40.73411127829359],[-111.88486050794766,40.73393218899231],[-111.88638699876626,40.73340917935644],[-111.88765991925177,40.732583888370286],[-111.888577940902,40.731522018956014],[-111.88906799960849,40.73030810497486],[-111.88909110830737,40.72903877950563],[-111.88864545360445,40.72781508112764],[-111.8877665319895,40.726734411165594],[-111.88652431733468,40.72588278212558],[-111.8850176873217,40.72532797385282],[-111.88336655359262,40.72511414132193],[-111.88170232180892,40.725258302323056],[-111.88015743943069,40.72574898386889],[-111.87885486081984,40.7265471347492],[-111.87789826577534,40.72758923181066],[-111.87736380832543,40.728792333386934],[-111.87729405204105,40.73006067856583],[-111.87769457549962,40.73129330789347],[-111.87853352012395,40.7323920994896],[-111.87974411891801,40.733269580979695],[-111.88123000706193,40.73385589496842],[-111.882872892911,40.734104362768406],[-111.88320197268631,40.73411127829359]]]}"
00000000000000000041,0.1395408270104053,Site 230,"{""type"":""Polygon"",""coordinates"":[[[-111.89809982930588,40.75732981747889],[-111.89975894369971,40.757150728167886],[-111.90128596752257,40.756627718505854],[-111.90255933243685,40.755802427485285],[-111.90347767455908,40.75474055803907],[-111.90396790428348,40.75352664403842],[-111.90399102095836,40.752257318568226],[-111.90354521058514,40.75103362020812],[-111.90266598207108,40.74995295027719],[-111.90142333373123,40.74910132127184],[-111.89991617776558,40.74854651302646],[-111.89826446766314,40.74833268050713],[-111.89659965493605,40.748476841500405],[-111.89505423325774,40.7489675230214],[-111.89375119989708,40.74976567386765],[-111.8927942708447,40.75080777089645],[-111.8922596267265,40.752010872451656],[-111.89218984599648,40.753279217627636],[-111.89259050920829,40.75451184697147],[-111.89342974668739,40.755610638597794],[-111.8946407681417,40.756488120122704],[-111.89612717510626,40.75707443413995],[-111.89777063462076,40.757322901953316],[-111.89809982930588,40.75732981747889]]]}"
00000000000000000042,0.3540866353032871,Site 231,"{""type"":""Polygon"",""coordinates"":[[[-111.9184021164022,40.7568303981609],[-111.92006121833207,40.75665130885011],[-111.9215882306837,40.756128299188646],[-111.92286158603308,40.755303008168816],[-111.92377992125819,40.75424113872329],[-111.92427014730195,40.753027224723056],[-111.92429326380518,40.75175789925289],[-111.92384745678225,40.75053420089238],[-111.92296823487322,40.74945353096079],[-111.92172559586707,40.74860190195469],[-111.92021845122088,40.74804709370873],[-111.91856675352305,40.74783326118914],[-111.9169019532989,40.74797742218259],[-111.91535654322729,40.74846810370412],[-111.91405351965368,40.749266254551095],[-111.91309659778976,40.7503083515806],[-111.91256195768898,40.75151145313627],[-111.91249217748506,40.75277979831231],[-111.91289283768914,40.754012427655795],[-111.9137320688655,40.75511121928147],[-111.91494308122338,40.755988700805624],[-111.91642947702198,40.75657501482227],[-111.91807292419017,40.75682348263533],[-111.9184021164022,40.7568303981609]]]}"
00000000000000000043,0.4277919333330339,Site 232,"{""type"":""Polygon"",""coordinates"":[[[-111.81310490412613,40.7543020878636],[-111.81476394296192,40.75412299855386],[-111.81629089724495,40.75359998889525],[-111.81756420417567,40.75277469787916],[-111.8184825044867,40.751712828437114],[-111.81897271189877,40.750498914439014],[-111.81899582753304,40.749229588968944],[-111.81855003746975,40.74800589060649],[-111.8176708489961,40.74692522067151],[-111.81642825723812,40.74607359166164],[-111.81492116989227,40.74551878341269],[-111.81326953498792,40.74530495089186],[-111.81160479805514,40.745449111886145],[-111.81005944673805,40.745939793410386],[-111.80875647270753,40.74673794426107],[-111.80779958723238,40.747780041294135],[-111.80726496746834,40.7489831428521],[-111.80719518992768,40.75025148802846],[-111.80759583490622,40.751484117370175],[-111.80843503417726,40.752582908992565],[-111.80964600048807,40.75346039051293],[-111.81113233976332,40.754046704526466],[-111.81277572443304,40.75429517233807],[-111.81310490412613,40.7543020878636]]]}"
00000000000000000044,0.38813824483570614,Site 307,"{""type"":""Polygon"",""coordinates"":[[[-111.93530210939478,40.79290006658222],[-111.93696211231956,40.79272097725629],[-111.9384899539014,40.79219796755417],[-111.93976400067815,40.79137267648082],[-111.94068283448287,40.79031080698563],[-111.9411733265905,40.7890968929551],[-111.94119645550249,40.78782756748344],[-111.94075040629289,40.78660386915072],[-111.93987070692052,40.7855231992675],[-111.93862739320173,40.7846715703153],[-111.937119430296,40.784116762111914],[-111.93546683589591,40.78390292961032],[-111.93380113185952,40.78404709059154],[-111.93225488276299,40.78453777207445],[-111.93095115170486,40.78533592286847],[-111.92999371020268,40.7863780198472],[-111.92945877968961,40.7875811213701],[-111.92938896145394,40.78884946654165],[-111.92978983908137,40.79008209591028],[-111.93062952587132,40.79118088758291],[-111.93184119578989,40.79205836916117],[-111.93332839875225,40.79264468322219],[-111.9349727384099,40.79289315105606],[-111.93530210939478,40.79290006658222]]]}"
